case_id,activity,timestamp,lifecycle_transition,resource,amount_requested
173691,W_Valideren aanvraag,2011-10-10T14:14:13.394+02:00,COMPLETE,10809,5000
173691,W_Valideren aanvraag,2011-10-10T14:14:52.842+02:00,START,10809,5000
173691,O_ACCEPTED,2011-10-10T14:17:26.306+02:00,COMPLETE,10809,5000
173691,A_APPROVED,2011-10-10T14:17:26.307+02:00,COMPLETE,10809,5000
173691,A_REGISTERED,2011-10-10T14:17:26.307+02:00,COMPLETE,10809,5000
173691,A_ACTIVATED,2011-10-10T14:17:26.307+02:00,COMPLETE,10809,5000
173691,W_Valideren aanvraag,2011-10-10T14:17:34.633+02:00,COMPLETE,10809,5000
173694,A_SUBMITTED,2011-10-01T08:10:30.287+02:00,COMPLETE,112,7000
173694,A_PARTLYSUBMITTED,2011-10-01T08:10:30.591+02:00,COMPLETE,112,7000
173694,A_PREACCEPTED,2011-10-01T08:11:13.026+02:00,COMPLETE,112,7000
173694,W_Completeren aanvraag,2011-10-01T08:11:13.390+02:00,SCHEDULE,112,7000
173694,W_Completeren aanvraag,2011-10-01T11:31:25.301+02:00,START,10912,7000
173694,W_Completeren aanvraag,2011-10-01T11:35:59.637+02:00,COMPLETE,10912,7000
173694,W_Completeren aanvraag,2011-10-03T11:12:02.445+02:00,START,,7000
173694,W_Completeren aanvraag,2011-10-03T11:21:22.417+02:00,COMPLETE,,7000
173694,W_Completeren aanvraag,2011-10-03T13:21:06.626+02:00,START,11201,7000
173694,W_Completeren aanvraag,2011-10-03T13:32:43.313+02:00,COMPLETE,11201,7000
173694,W_Completeren aanvraag,2011-10-03T13:32:52.818+02:00,START,11201,7000
173694,A_ACCEPTED,2011-10-03T13:34:25.421+02:00,COMPLETE,11201,7000
173694,A_FINALIZED,2011-10-03T13:40:14.632+02:00,COMPLETE,11201,7000
173694,O_SELECTED,2011-10-03T13:40:14.632+02:00,COMPLETE,11201,7000
173694,O_CREATED,2011-10-03T13:40:15.605+02:00,COMPLETE,11201,7000
173694,O_SENT,2011-10-03T13:40:15.651+02:00,COMPLETE,11201,7000
173694,W_Nabellen offertes,2011-10-03T13:40:15.865+02:00,SCHEDULE,11201,7000
173694,W_Completeren aanvraag,2011-10-03T13:40:17.062+02:00,COMPLETE,11201,7000
173694,W_Nabellen offertes,2011-10-03T13:40:42.469+02:00,START,11201,7000
173694,O_SELECTED,2011-10-03T13:44:17.619+02:00,COMPLETE,11201,7000
173694,O_CANCELLED,2011-10-03T13:44:17.619+02:00,COMPLETE,11201,7000
173694,O_CREATED,2011-10-03T13:44:19.671+02:00,COMPLETE,11201,7000
173694,O_SENT,2011-10-03T13:44:19.719+02:00,COMPLETE,11201,7000
173694,W_Nabellen offertes,2011-10-03T13:44:19.954+02:00,SCHEDULE,11201,7000
173694,W_Nabellen offertes,2011-10-03T13:44:21.261+02:00,COMPLETE,11201,7000
173694,W_Nabellen offertes,2011-10-10T16:46:59.853+02:00,START,,7000
173694,W_Nabellen offertes,2011-10-10T16:47:18.803+02:00,COMPLETE,,7000
173694,W_Nabellen offertes,2011-10-10T19:29:54.155+02:00,START,11119,7000
173694,W_Nabellen offertes,2011-10-10T19:34:36.027+02:00,COMPLETE,11119,7000
173694,W_Nabellen offertes,2011-10-14T18:15:44.625+02:00,START,10912,7000
173694,W_Nabellen offertes,2011-10-14T18:16:42.245+02:00,COMPLETE,10912,7000
173694,W_Nabellen offertes,2011-10-17T19:41:28.395+02:00,START,10861,7000
173694,O_SELECTED,2011-10-17T19:43:53.587+02:00,COMPLETE,10861,7000
173694,O_CANCELLED,2011-10-17T19:43:53.587+02:00,COMPLETE,10861,7000
173694,O_CREATED,2011-10-17T19:43:55.219+02:00,COMPLETE,10861,7000
173694,O_SENT,2011-10-17T19:43:55.387+02:00,COMPLETE,10861,7000
173694,W_Nabellen offertes,2011-10-17T19:43:56.402+02:00,SCHEDULE,10861,7000
173694,W_Nabellen offertes,2011-10-17T19:43:57.774+02:00,COMPLETE,10861,7000
173694,W_Nabellen offertes,2011-10-25T10:46:08.191+02:00,START,,7000
173694,W_Nabellen offertes,2011-10-25T10:50:48.186+02:00,COMPLETE,,7000
173694,W_Nabellen offertes,2011-10-26T18:48:57.136+02:00,START,11203,7000
173694,W_Nabellen offertes,2011-10-26T18:50:22.004+02:00,COMPLETE,11203,7000
173694,W_Nabellen offertes,2011-10-29T12:39:08.212+02:00,START,11181,7000
173694,W_Nabellen offertes,2011-10-29T12:41:29.569+02:00,COMPLETE,11181,7000
173694,W_Nabellen offertes,2011-11-01T14:54:40.128+01:00,START,11189,7000
173694,W_Nabellen offertes,2011-11-01T14:55:35.020+01:00,COMPLETE,11189,7000
173694,W_Nabellen offertes,2011-11-01T17:16:31.149+01:00,START,11119,7000
173694,W_Nabellen offertes,2011-11-01T17:21:02.356+01:00,COMPLETE,11119,7000
173694,W_Nabellen offertes,2011-11-02T09:11:44.251+01:00,START,11049,7000
173694,O_SENT_BACK,2011-11-02T09:15:16.203+01:00,COMPLETE,11049,7000
173694,W_Valideren aanvraag,2011-11-02T09:15:16.386+01:00,SCHEDULE,11049,7000
173694,W_Nabellen offertes,2011-11-02T09:15:18.683+01:00,COMPLETE,11049,7000
173694,W_Valideren aanvraag,2011-11-04T15:24:21.954+01:00,START,10609,7000
173694,O_ACCEPTED,2011-11-04T16:04:52.611+01:00,COMPLETE,10609,7000
173694,A_APPROVED,2011-11-04T16:04:52.612+01:00,COMPLETE,10609,7000
173694,A_REGISTERED,2011-11-04T16:04:52.612+01:00,COMPLETE,10609,7000
173694,A_ACTIVATED,2011-11-04T16:04:52.612+01:00,COMPLETE,10609,7000
173694,W_Valideren aanvraag,2011-11-04T16:05:01.532+01:00,COMPLETE,10609,7000
173694,W_Wijzigen contractgegevens,2012-02-15T12:29:26.299+01:00,SCHEDULE,10912,7000
173697,A_SUBMITTED,2011-10-01T08:11:08.866+02:00,COMPLETE,112,15000
173697,A_PARTLYSUBMITTED,2011-10-01T08:11:09.035+02:00,COMPLETE,112,15000
173697,A_DECLINED,2011-10-01T08:11:46.420+02:00,COMPLETE,112,15000
173700,A_SUBMITTED,2011-10-01T08:15:39.894+02:00,COMPLETE,112,5000
173700,A_PARTLYSUBMITTED,2011-10-01T08:15:40.102+02:00,COMPLETE,112,5000
173700,A_DECLINED,2011-10-01T08:16:21.037+02:00,COMPLETE,112,5000
173703,A_SUBMITTED,2011-10-01T09:45:25.806+02:00,COMPLETE,112,13500
173703,A_PARTLYSUBMITTED,2011-10-01T09:45:25.981+02:00,COMPLETE,112,13500
173703,A_PREACCEPTED,2011-10-01T09:46:18.211+02:00,COMPLETE,112,13500
173703,W_Completeren aanvraag,2011-10-01T09:46:18.674+02:00,SCHEDULE,112,13500
173703,W_Completeren aanvraag,2011-10-01T11:37:46.748+02:00,START,10912,13500
173703,W_Completeren aanvraag,2011-10-01T11:40:24.141+02:00,COMPLETE,10912,13500
173703,W_Completeren aanvraag,2011-10-01T12:40:26.958+02:00,START,10912,13500
173703,A_CANCELLED,2011-10-01T13:02:11.068+02:00,COMPLETE,10912,13500
173703,W_Completeren aanvraag,2011-10-01T13:02:12.557+02:00,COMPLETE,10912,13500
173706,A_SUBMITTED,2011-10-01T09:45:37.274+02:00,COMPLETE,112,18000
173706,A_PARTLYSUBMITTED,2011-10-01T09:45:37.363+02:00,COMPLETE,112,18000
173706,W_Afhandelen leads,2011-10-01T09:46:18.623+02:00,SCHEDULE,112,18000
173706,W_Afhandelen leads,2011-10-01T10:15:43.883+02:00,START,10912,18000
173706,A_PREACCEPTED,2011-10-01T10:16:48.956+02:00,COMPLETE,10912,18000
173706,W_Completeren aanvraag,2011-10-01T10:16:48.991+02:00,SCHEDULE,10912,18000
173706,W_Afhandelen leads,2011-10-01T10:16:49.843+02:00,COMPLETE,10912,18000
173706,W_Completeren aanvraag,2011-10-01T11:49:28.183+02:00,START,10912,18000
173706,W_Completeren aanvraag,2011-10-01T11:50:14.483+02:00,COMPLETE,10912,18000
173706,W_Completeren aanvraag,2011-10-01T11:50:21.451+02:00,START,10912,18000
173706,W_Completeren aanvraag,2011-10-01T11:53:55.769+02:00,COMPLETE,10912,18000
173706,W_Completeren aanvraag,2011-10-01T14:50:26.172+02:00,START,,18000
173706,A_DECLINED,2011-10-01T14:59:58.557+02:00,COMPLETE,11111,18000
173706,W_Completeren aanvraag,2011-10-01T15:00:02.537+02:00,COMPLETE,,18000
173709,A_SUBMITTED,2011-10-01T09:57:42.994+02:00,COMPLETE,112,11000
173709,A_PARTLYSUBMITTED,2011-10-01T09:57:43.182+02:00,COMPLETE,112,11000
173709,A_PREACCEPTED,2011-10-01T09:58:27.038+02:00,COMPLETE,112,11000
173709,W_Completeren aanvraag,2011-10-01T09:58:27.403+02:00,SCHEDULE,112,11000
173709,W_Completeren aanvraag,2011-10-01T10:26:42.203+02:00,START,10912,11000
173709,W_Completeren aanvraag,2011-10-01T10:27:07.853+02:00,COMPLETE,10912,11000
173709,W_Completeren aanvraag,2011-10-01T11:40:40.141+02:00,START,10912,11000
173709,W_Completeren aanvraag,2011-10-01T11:43:02.623+02:00,COMPLETE,10912,11000
173709,W_Completeren aanvraag,2011-10-10T17:42:24.738+02:00,START,10982,11000
173709,W_Completeren aanvraag,2011-10-10T17:43:13.290+02:00,COMPLETE,10982,11000
173709,W_Completeren aanvraag,2011-11-01T09:15:08.331+01:00,COMPLETE,10982,11000
173709,A_CANCELLED,2011-11-01T09:15:08.387+01:00,COMPLETE,112,11000
173712,A_SUBMITTED,2011-10-01T09:58:30.533+02:00,COMPLETE,112,30000
173712,A_PARTLYSUBMITTED,2011-10-01T09:58:30.678+02:00,COMPLETE,112,30000
173712,W_Afhandelen leads,2011-10-01T09:58:44.046+02:00,SCHEDULE,112,30000
173712,W_Afhandelen leads,2011-10-01T10:08:36.700+02:00,START,10912,30000
173712,A_PREACCEPTED,2011-10-01T10:10:24.737+02:00,COMPLETE,10912,30000
173712,W_Completeren aanvraag,2011-10-01T10:10:24.780+02:00,SCHEDULE,10912,30000
173712,W_Afhandelen leads,2011-10-01T10:10:25.759+02:00,COMPLETE,10912,30000
173712,W_Completeren aanvraag,2011-10-01T12:59:13.844+02:00,START,11019,30000
173712,W_Completeren aanvraag,2011-10-01T13:03:35.216+02:00,COMPLETE,11019,30000
173712,W_Completeren aanvraag,2011-10-03T11:16:05.035+02:00,START,11180,30000
173712,W_Completeren aanvraag,2011-10-03T11:17:29.105+02:00,COMPLETE,11180,30000
173712,W_Completeren aanvraag,2011-10-03T14:39:34.962+02:00,START,11180,30000
173712,A_CANCELLED,2011-10-03T14:42:53.820+02:00,COMPLETE,11180,30000
173712,W_Completeren aanvraag,2011-10-03T14:42:55.584+02:00,COMPLETE,11180,30000
173715,A_SUBMITTED,2011-10-01T09:59:10.501+02:00,COMPLETE,112,45000
173715,A_PARTLYSUBMITTED,2011-10-01T09:59:10.789+02:00,COMPLETE,112,45000
173715,A_PREACCEPTED,2011-10-01T09:59:42.704+02:00,COMPLETE,112,45000
173715,W_Completeren aanvraag,2011-10-01T09:59:43.080+02:00,SCHEDULE,112,45000
173715,W_Completeren aanvraag,2011-10-01T11:44:00.187+02:00,START,,45000
173715,W_Completeren aanvraag,2011-10-01T11:46:06.342+02:00,COMPLETE,,45000
173715,W_Completeren aanvraag,2011-10-01T12:18:51.701+02:00,START,10912,45000
173715,A_ACCEPTED,2011-10-01T12:24:32.787+02:00,COMPLETE,10912,45000
173715,O_SELECTED,2011-10-01T12:30:20.556+02:00,COMPLETE,10912,45000
173715,A_FINALIZED,2011-10-01T12:30:20.556+02:00,COMPLETE,10912,45000
173715,O_CREATED,2011-10-01T12:30:21.780+02:00,COMPLETE,10912,45000
173715,O_SENT,2011-10-01T12:30:21.806+02:00,COMPLETE,10912,45000
173715,W_Nabellen offertes,2011-10-01T12:30:21.896+02:00,SCHEDULE,10912,45000
173715,W_Completeren aanvraag,2011-10-01T12:30:24.155+02:00,COMPLETE,10912,45000
173715,W_Nabellen offertes,2011-10-08T16:35:18.821+02:00,START,10913,45000
173715,W_Nabellen offertes,2011-10-08T16:38:17.372+02:00,COMPLETE,10913,45000
173715,W_Nabellen offertes,2011-10-10T12:53:54.726+02:00,START,10899,45000
173715,O_SENT_BACK,2011-10-10T12:54:03.401+02:00,COMPLETE,10899,45000
173715,W_Valideren aanvraag,2011-10-10T12:54:03.698+02:00,SCHEDULE,10899,45000
173715,W_Nabellen offertes,2011-10-10T12:54:04.785+02:00,COMPLETE,10899,45000
173715,W_Valideren aanvraag,2011-10-13T11:00:48.597+02:00,START,10138,45000
173715,A_DECLINED,2011-10-13T11:05:24.620+02:00,COMPLETE,10138,45000
173715,O_DECLINED,2011-10-13T11:05:24.620+02:00,COMPLETE,10138,45000
173715,W_Valideren aanvraag,2011-10-13T11:05:28.082+02:00,COMPLETE,10138,45000
173718,A_SUBMITTED,2011-10-01T10:37:39.363+02:00,COMPLETE,112,15000
173718,A_PARTLYSUBMITTED,2011-10-01T10:37:39.657+02:00,COMPLETE,112,15000
173718,A_PREACCEPTED,2011-10-01T10:38:20.967+02:00,COMPLETE,112,15000
173718,W_Completeren aanvraag,2011-10-01T10:38:21.403+02:00,SCHEDULE,112,15000
173718,W_Completeren aanvraag,2011-10-01T10:38:48.454+02:00,START,,15000
173718,A_ACCEPTED,2011-10-01T10:42:21.977+02:00,COMPLETE,10862,15000
173718,A_FINALIZED,2011-10-01T10:44:40.725+02:00,COMPLETE,10862,15000
173718,O_SELECTED,2011-10-01T10:44:40.725+02:00,COMPLETE,10862,15000
173718,O_CREATED,2011-10-01T10:44:42.707+02:00,COMPLETE,10862,15000
173718,O_SENT,2011-10-01T10:44:42.734+02:00,COMPLETE,10862,15000
173718,W_Nabellen offertes,2011-10-01T10:44:42.811+02:00,SCHEDULE,,15000
173718,W_Completeren aanvraag,2011-10-01T10:44:43.954+02:00,COMPLETE,,15000
173718,W_Nabellen offertes,2011-10-01T10:44:54.041+02:00,START,,15000
173718,W_Nabellen offertes,2011-10-01T10:44:58.974+02:00,COMPLETE,,15000
173718,W_Nabellen offertes,2011-10-01T10:45:27.286+02:00,START,,15000
173718,O_SELECTED,2011-10-01T10:46:52.915+02:00,COMPLETE,10862,15000
173718,O_CANCELLED,2011-10-01T10:46:52.915+02:00,COMPLETE,10862,15000
173718,O_CREATED,2011-10-01T10:46:54.210+02:00,COMPLETE,10862,15000
173718,O_SENT,2011-10-01T10:46:54.233+02:00,COMPLETE,10862,15000
173718,W_Nabellen offertes,2011-10-01T10:46:54.333+02:00,SCHEDULE,,15000
173718,W_Nabellen offertes,2011-10-01T10:46:56.631+02:00,COMPLETE,,15000
173718,W_Nabellen offertes,2011-10-01T10:47:14.211+02:00,START,,15000
173718,W_Nabellen offertes,2011-10-01T10:50:20.533+02:00,COMPLETE,,15000
173718,W_Nabellen offertes,2011-10-01T10:50:29.475+02:00,START,,15000
173718,W_Nabellen offertes,2011-10-01T10:50:34.704+02:00,COMPLETE,,15000
173718,W_Nabellen offertes,2011-10-08T16:29:16.320+02:00,START,11002,15000
173718,W_Nabellen offertes,2011-10-08T16:31:37.972+02:00,COMPLETE,11002,15000
173718,W_Nabellen offertes,2011-10-10T10:54:21.749+02:00,START,11049,15000
173718,O_SENT_BACK,2011-10-10T10:55:04.984+02:00,COMPLETE,11049,15000
173718,W_Valideren aanvraag,2011-10-10T10:55:05.278+02:00,SCHEDULE,11049,15000
173718,W_Nabellen offertes,2011-10-10T10:55:07.452+02:00,COMPLETE,11049,15000
173718,W_Valideren aanvraag,2011-10-13T12:09:25.043+02:00,START,10629,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T12:36:10.837+02:00,SCHEDULE,10629,15000
173718,W_Valideren aanvraag,2011-10-13T12:36:12.529+02:00,COMPLETE,10629,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T13:01:57.802+02:00,START,,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T13:05:42.290+02:00,COMPLETE,,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T13:52:13.304+02:00,START,10629,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T13:53:16.314+02:00,COMPLETE,10629,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T16:51:40.072+02:00,START,11122,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T17:12:01.909+02:00,COMPLETE,11122,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T17:12:16.147+02:00,START,11122,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T17:14:13.926+02:00,COMPLETE,11122,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T17:14:15.943+02:00,START,11122,15000
173718,W_Nabellen incomplete dossiers,2011-10-13T17:14:26.112+02:00,COMPLETE,11122,15000
173718,W_Nabellen incomplete dossiers,2011-10-15T15:13:04.199+02:00,START,10913,15000
173718,W_Nabellen incomplete dossiers,2011-10-15T15:17:31.488+02:00,COMPLETE,10913,15000
173718,W_Nabellen incomplete dossiers,2011-10-15T16:56:05.635+02:00,START,10913,15000
173718,W_Nabellen incomplete dossiers,2011-10-15T16:56:14.624+02:00,COMPLETE,10913,15000
173718,W_Nabellen incomplete dossiers,2011-10-17T13:31:52.506+02:00,START,,15000
173718,W_Nabellen incomplete dossiers,2011-10-17T13:32:51.911+02:00,COMPLETE,,15000
173718,W_Nabellen incomplete dossiers,2011-10-17T14:28:20.987+02:00,START,,15000
173718,W_Nabellen incomplete dossiers,2011-10-17T14:28:36.881+02:00,COMPLETE,,15000
173718,W_Nabellen incomplete dossiers,2011-10-18T16:14:48.278+02:00,START,10889,15000
173718,W_Nabellen incomplete dossiers,2011-10-18T16:46:24.246+02:00,COMPLETE,10889,15000
173718,W_Nabellen incomplete dossiers,2011-10-18T17:23:36.468+02:00,START,11002,15000
173718,W_Valideren aanvraag,2011-10-18T17:46:32.956+02:00,SCHEDULE,11002,15000
173718,W_Nabellen incomplete dossiers,2011-10-18T17:46:34.802+02:00,COMPLETE,11002,15000
173718,W_Valideren aanvraag,2011-10-19T08:40:06.443+02:00,START,10972,15000
173718,W_Nabellen incomplete dossiers,2011-10-19T08:53:19.103+02:00,SCHEDULE,10972,15000
173718,W_Valideren aanvraag,2011-10-19T08:53:21.372+02:00,COMPLETE,10972,15000
173718,W_Nabellen incomplete dossiers,2011-10-19T09:04:40.593+02:00,START,,15000
173718,W_Nabellen incomplete dossiers,2011-10-19T09:17:01.695+02:00,COMPLETE,,15000
173718,W_Nabellen incomplete dossiers,2011-10-19T09:17:06.228+02:00,START,,15000
173718,W_Nabellen incomplete dossiers,2011-10-19T09:24:19.095+02:00,COMPLETE,,15000
173718,W_Nabellen incomplete dossiers,2011-10-20T09:30:20.104+02:00,START,11049,15000
173718,W_Nabellen incomplete dossiers,2011-10-20T09:30:32.963+02:00,COMPLETE,11049,15000
173718,W_Nabellen incomplete dossiers,2011-10-24T15:18:56.928+02:00,START,11121,15000
173718,W_Nabellen incomplete dossiers,2011-10-24T15:24:55.532+02:00,COMPLETE,11121,15000
173718,W_Nabellen incomplete dossiers,2011-10-26T08:11:48.012+02:00,START,,15000
173718,W_Valideren aanvraag,2011-10-26T08:12:36.217+02:00,SCHEDULE,,15000
173718,W_Nabellen incomplete dossiers,2011-10-26T08:12:38.415+02:00,COMPLETE,,15000
173718,W_Valideren aanvraag,2011-10-27T09:02:10.475+02:00,START,10972,15000
173718,O_ACCEPTED,2011-10-27T09:17:53.327+02:00,COMPLETE,10972,15000
173718,A_APPROVED,2011-10-27T09:17:53.327+02:00,COMPLETE,10972,15000
173718,A_REGISTERED,2011-10-27T09:17:53.328+02:00,COMPLETE,10972,15000
173718,A_ACTIVATED,2011-10-27T09:17:53.328+02:00,COMPLETE,10972,15000
173718,W_Valideren aanvraag,2011-10-27T09:18:01.790+02:00,COMPLETE,10972,15000
173721,A_SUBMITTED,2011-10-01T11:07:34.279+02:00,COMPLETE,112,9000
173721,A_PARTLYSUBMITTED,2011-10-01T11:07:34.928+02:00,COMPLETE,112,9000
173721,A_PREACCEPTED,2011-10-01T11:08:17.093+02:00,COMPLETE,112,9000
173721,W_Completeren aanvraag,2011-10-01T11:08:17.494+02:00,SCHEDULE,112,9000
173721,W_Completeren aanvraag,2011-10-01T11:09:08.607+02:00,START,10939,9000
173721,A_ACCEPTED,2011-10-01T11:18:36.318+02:00,COMPLETE,10939,9000
173721,O_SELECTED,2011-10-01T11:20:47.605+02:00,COMPLETE,10939,9000
173721,A_FINALIZED,2011-10-01T11:20:47.605+02:00,COMPLETE,10939,9000
173721,O_CREATED,2011-10-01T11:20:49.026+02:00,COMPLETE,10939,9000
173721,O_SENT,2011-10-01T11:20:49.058+02:00,COMPLETE,10939,9000
173721,W_Nabellen offertes,2011-10-01T11:20:49.150+02:00,SCHEDULE,10939,9000
173721,W_Completeren aanvraag,2011-10-01T11:20:50.335+02:00,COMPLETE,10939,9000
173721,W_Nabellen offertes,2011-10-01T11:21:20.844+02:00,START,10939,9000
173721,W_Nabellen offertes,2011-10-01T11:22:52.458+02:00,COMPLETE,10939,9000
173721,W_Nabellen offertes,2011-10-01T11:26:32.199+02:00,START,10939,9000
173721,W_Nabellen offertes,2011-10-01T11:32:54.371+02:00,COMPLETE,10939,9000
173721,W_Nabellen offertes,2011-10-04T14:44:10.559+02:00,START,,9000
173721,W_Nabellen offertes,2011-10-04T14:47:39.633+02:00,COMPLETE,,9000
173721,W_Nabellen offertes,2011-10-06T09:49:01.348+02:00,START,,9000
173721,O_SENT_BACK,2011-10-06T09:49:46.110+02:00,COMPLETE,11029,9000
173721,W_Valideren aanvraag,2011-10-06T09:49:46.253+02:00,SCHEDULE,,9000
173721,W_Nabellen offertes,2011-10-06T09:49:47.774+02:00,COMPLETE,,9000
173721,W_Valideren aanvraag,2011-10-10T09:32:46.394+02:00,START,10609,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T10:06:07.755+02:00,SCHEDULE,10609,9000
173721,W_Valideren aanvraag,2011-10-10T10:06:09.471+02:00,COMPLETE,10609,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T10:17:26.457+02:00,START,10912,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T10:20:04.927+02:00,COMPLETE,10912,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T11:40:34.365+02:00,START,10912,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T11:42:32.977+02:00,COMPLETE,10912,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T14:15:47.451+02:00,START,,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T14:22:14.231+02:00,COMPLETE,,9000
173721,W_Nabellen incomplete dossiers,2011-10-10T16:22:05.322+02:00,START,11009,9000
